return_id,product_id,claim_id,claim_date,claim_qty,status
R01549,P0345,C01549,2025-04-08,5,Submitted
R01550,P0341,C01550,2025-04-24,6,Approved
R01551,P0384,C01551,2025-03-16,7,Approved
R01552,P0396,C01552,2025-04-06,4,Submitted
R01553,P0445,C01553,2025-04-15,5,Approved
R01554,P0425,C01554,2025-03-06,5,Approved
R01555,P0161,C01555,2025-03-04,7,Submitted
R01556,P0178,C01556,2025-02-10,6,Approved
R01557,P0117,C01557,2025-04-21,0,Submitted
R01558,P0196,C01558,2025-04-10,9,Submitted
R01559,P0383,C01559,2025-02-23,9,Approved
R01560,P0490,C01560,2025-04-16,7,Rejected
R01561,P0327,C01561,2025-04-23,8,Submitted
R01562,P0086,C01562,2025-02-12,2,Rejected
R01563,P0289,C01563,2025-04-29,3,Submitted
R01564,P0081,C01564,2025-03-16,6,Submitted
R01565,P0152,C01565,2025-04-27,5,Submitted
R01566,P0061,C01566,2025-05-01,1,Submitted
R01567,P0061,C01567,2025-02-07,2,Submitted
R01568,P0354,C01568,2025-04-27,7,Rejected
R01569,P0028,C01569,2025-04-20,9,Submitted
R01570,P0442,C01570,2025-02-20,10,Submitted
R01571,P0043,C01571,2025-04-13,7,Approved
R01572,P0169,C01572,2025-04-26,7,Submitted
R01573,P0423,C01573,2025-03-01,3,Approved
R01574,P0086,C01574,2025-02-11,1,Submitted
R01575,P0177,C01575,2025-03-04,8,Submitted
R01576,P0017,C01576,2025-04-06,7,Approved
R01577,P0098,C01577,2025-04-30,3,Submitted
R01578,P0454,C01578,2025-03-08,10,Submitted
R01579,P0494,C01579,2025-03-15,5,Submitted
R01580,P0198,C01580,2025-04-09,9,Submitted
R01581,P0098,C01581,2025-03-29,2,Approved
R01582,P0065,C01582,2025-04-25,7,Submitted
R01583,P0330,C01583,2025-02-20,3,Submitted
R01584,P0341,C01584,2025-03-23,2,Submitted
R01585,P0005,C01585,2025-03-07,0,Submitted
R01586,P0002,C01586,2025-04-24,6,Rejected
R01587,P0022,C01587,2025-03-07,4,Rejected
R01588,P0112,C01588,2025-04-11,2,Submitted
R01589,P0057,C01589,2025-04-10,10,Submitted
R01590,P0066,C01590,2025-04-12,6,Submitted
R01591,P0330,C01591,2025-02-09,6,Submitted
R01592,P0098,C01592,2025-03-10,2,Submitted
R01593,P0144,C01593,2025-03-07,7,Submitted
R01594,P0368,C01594,2025-04-07,10,Approved
R01595,P0435,C01595,2025-02-25,6,Submitted
R01596,P0125,C01596,2025-03-31,7,Rejected
R01597,P0167,C01597,2025-04-08,6,Submitted
R01598,P0086,C01598,2025-03-14,3,Approved
R01599,P0076,C01599,2025-03-14,4,Rejected
R01600,P0344,C01600,2025-03-07,1,Submitted
R01601,P0495,C01601,2025-03-18,0,Rejected
R01602,P0424,C01602,2025-02-17,6,Submitted
R01603,P0294,C01603,2025-05-01,3,Rejected
R01604,P0444,C01604,2025-03-20,6,Rejected
R01605,P0059,C01605,2025-05-02,0,Submitted
R01606,P0138,C01606,2025-02-11,4,Approved
R01607,P0099,C01607,2025-03-09,10,Submitted
R01608,P0192,C01608,2025-03-19,2,Submitted
R01609,P0243,C01609,2025-03-06,7,Submitted
R01610,P0319,C01610,2025-03-06,5,Submitted
R01611,P0049,C01611,2025-03-28,6,Approved
R01612,P0448,C01612,2025-04-02,8,Submitted
R01613,P0032,C01613,2025-02-26,6,Approved
R01614,P0391,C01614,2025-03-14,5,Submitted
R01615,P0277,C01615,2025-03-04,6,Rejected
R01616,P0020,C01616,2025-04-04,9,Submitted
R01617,P0154,C01617,2025-03-24,5,Submitted
R01618,P0383,C01618,2025-02-18,5,Approved
R01619,P0068,C01619,2025-04-10,8,Approved
R01620,P0366,C01620,2025-04-27,6,Approved
R01621,P0372,C01621,2025-04-22,3,Submitted
R01622,P0214,C01622,2025-04-20,3,Submitted
R01623,P0143,C01623,2025-04-10,4,Submitted
R01624,P0376,C01624,2025-04-08,1,Submitted
R01625,P0232,C01625,2025-04-29,5,Submitted
R01626,P0213,C01626,2025-03-09,9,Submitted
R01627,P0079,C01627,2025-03-02,8,Submitted
R01628,P0214,C01628,2025-05-01,5,Approved
R01629,P0116,C01629,2025-03-18,3,Approved
R01630,P0092,C01630,2025-03-19,2,Submitted
R01631,P0270,C01631,2025-05-03,8,Submitted
R01632,P0411,C01632,2025-03-11,3,Submitted
R01633,P0381,C01633,2025-04-10,5,Submitted
R01634,P0489,C01634,2025-05-04,6,Approved
R01635,P0168,C01635,2025-04-13,7,Approved
R01636,P0058,C01636,2025-04-17,7,Approved
R01637,P0284,C01637,2025-04-17,9,Submitted
R01638,P0026,C01638,2025-04-16,4,Rejected
R01639,P0369,C01639,2025-04-06,0,Submitted
R01640,P0447,C01640,2025-03-27,1,Approved
R01641,P0066,C01641,2025-04-22,1,Submitted
R01642,P0409,C01642,2025-03-29,3,Submitted
R01643,P0248,C01643,2025-03-21,2,Submitted
R01644,P0254,C01644,2025-03-10,8,Submitted
R01645,P0387,C01645,2025-04-29,8,Submitted
R01646,P0456,C01646,2025-02-13,7,Rejected
R01647,P0044,C01647,2025-04-17,4,Submitted
R01648,P0097,C01648,2025-04-29,3,Approved
R01649,P0042,C01649,2025-02-26,2,Approved
R01650,P0500,C01650,2025-03-30,5,Approved
R01651,P0227,C01651,2025-02-23,9,Submitted
R01652,P0262,C01652,2025-04-28,8,Rejected
R01653,P0167,C01653,2025-03-15,4,Submitted
R01654,P0436,C01654,2025-04-12,10,Submitted
R01655,P0279,C01655,2025-04-07,2,Approved
R01656,P0089,C01656,2025-03-22,9,Submitted
R01657,P0379,C01657,2025-05-02,2,Approved
R01658,P0178,C01658,2025-03-15,4,Submitted
R01659,P0427,C01659,2025-02-16,4,Submitted
R01660,P0403,C01660,2025-02-21,5,Submitted
R01661,P0197,C01661,2025-03-19,2,Rejected
R01662,P0307,C01662,2025-03-31,7,Approved
R01663,P0267,C01663,2025-03-30,5,Submitted
R01664,P0268,C01664,2025-04-08,7,Submitted
R01665,P0074,C01665,2025-03-02,6,Submitted
R01666,P0008,C01666,2025-02-06,5,Submitted
R01667,P0408,C01667,2025-03-05,7,Approved
R01668,P0476,C01668,2025-02-08,4,Rejected
R01669,P0297,C01669,2025-02-26,8,Approved
R01670,P0164,C01670,2025-02-16,8,Submitted
R01671,P0485,C01671,2025-03-16,5,Submitted
R01672,P0085,C01672,2025-04-11,1,Submitted
R01673,P0072,C01673,2025-03-31,2,Submitted
R01674,P0055,C01674,2025-02-12,2,Submitted
R01675,P0393,C01675,2025-04-30,6,Approved
R01676,P0047,C01676,2025-05-08,2,Submitted
R01677,P0399,C01677,2025-03-21,3,Submitted
R01678,P0432,C01678,2025-03-06,0,Submitted
R01679,P0238,C01679,2025-02-24,3,Rejected
R01680,P0104,C01680,2025-02-14,1,Approved
R01681,P0210,C01681,2025-04-04,4,Submitted
R01682,P0042,C01682,2025-04-17,7,Approved
R01683,P0316,C01683,2025-05-08,2,Submitted
R01684,P0468,C01684,2025-03-16,9,Submitted
R01685,P0454,C01685,2025-04-27,5,Submitted
R01686,P0268,C01686,2025-03-23,6,Submitted
R01687,P0386,C01687,2025-05-03,6,Submitted
R01688,P0263,C01688,2025-03-13,8,Approved
R01689,P0336,C01689,2025-02-15,2,Submitted
R01690,P0387,C01690,2025-05-08,2,Submitted
R01691,P0365,C01691,2025-04-22,9,Submitted
R01692,P0259,C01692,2025-02-20,10,Approved
R01693,P0283,C01693,2025-04-22,3,Approved
R01694,P0114,C01694,2025-02-20,4,Submitted
R01695,P0363,C01695,2025-05-07,7,Submitted
R01696,P0040,C01696,2025-03-17,2,Submitted
R01697,P0486,C01697,2025-02-21,3,Submitted
R01698,P0417,C01698,2025-05-07,2,Submitted
R01699,P0220,C01699,2025-04-27,1,Submitted
R01700,P0129,C01700,2025-04-18,7,Approved
R01701,P0008,C01701,2025-05-02,1,Submitted
R01702,P0101,C01702,2025-03-19,1,Approved
R01703,P0416,C01703,2025-04-09,1,Approved
R01704,P0380,C01704,2025-03-12,4,Submitted
R01705,P0176,C01705,2025-03-13,6,Approved
R01706,P0107,C01706,2025-03-02,5,Submitted
R01707,P0101,C01707,2025-03-16,4,Approved
R01708,P0260,C01708,2025-02-23,5,Submitted
R01709,P0478,C01709,2025-02-25,3,Submitted
R01710,P0454,C01710,2025-04-29,10,Submitted
R01711,P0366,C01711,2025-04-15,6,Submitted
R01712,P0246,C01712,2025-02-05,2,Submitted
R01713,P0275,C01713,2025-04-11,7,Submitted
R01714,P0032,C01714,2025-04-07,7,Submitted
R01715,P0137,C01715,2025-05-02,7,Approved
R01716,P0012,C01716,2025-04-29,9,Submitted
R01717,P0395,C01717,2025-02-25,5,Submitted
R01718,P0302,C01718,2025-02-13,0,Submitted
R01719,P0375,C01719,2025-04-01,7,Submitted
R01720,P0016,C01720,2025-03-21,9,Approved
R01721,P0129,C01721,2025-04-03,5,Submitted
R01722,P0063,C01722,2025-04-24,4,Approved
R01723,P0109,C01723,2025-02-24,5,Submitted
R01724,P0375,C01724,2025-02-12,9,Submitted
R01725,P0021,C01725,2025-03-14,6,Approved
R01726,P0158,C01726,2025-03-29,5,Submitted
R01727,P0269,C01727,2025-04-12,9,Submitted
R01728,P0162,C01728,2025-04-19,3,Submitted
R01729,P0260,C01729,2025-02-19,6,Submitted
R01730,P0412,C01730,2025-05-02,9,Submitted
R01731,P0102,C01731,2025-03-01,4,Submitted
R01732,P0223,C01732,2025-05-01,2,Submitted
R01733,P0059,C01733,2025-03-30,0,Approved
R01734,P0247,C01734,2025-03-25,8,Approved
R01735,P0128,C01735,2025-04-16,2,Approved
R01736,P0283,C01736,2025-04-16,2,Approved
R01737,P0325,C01737,2025-02-23,10,Approved
R01738,P0025,C01738,2025-04-26,4,Rejected
R01739,P0131,C01739,2025-05-08,3,Submitted
R01740,P0353,C01740,2025-03-20,8,Submitted
R01741,P0196,C01741,2025-03-12,8,Submitted
R01742,P0281,C01742,2025-03-02,3,Submitted
R01743,P0404,C01743,2025-03-31,2,Submitted
R01744,P0418,C01744,2025-03-30,3,Submitted
R01745,P0154,C01745,2025-04-13,5,Submitted
R01746,P0382,C01746,2025-02-26,3,Rejected
R01747,P0133,C01747,2025-04-08,7,Rejected
R01748,P0227,C01748,2025-03-26,1,Approved
R01749,P0189,C01749,2025-02-11,7,Submitted
R01750,P0476,C01750,2025-03-08,6,Approved
R01751,P0477,C01751,2025-04-01,1,Approved
R01752,P0265,C01752,2025-03-17,7,Rejected
R01753,P0372,C01753,2025-03-24,5,Approved
R01754,P0486,C01754,2025-04-08,5,Submitted
R01755,P0434,C01755,2025-03-16,6,Submitted
R01756,P0134,C01756,2025-03-06,7,Rejected
R01757,P0211,C01757,2025-02-26,6,Submitted
R01758,P0060,C01758,2025-03-31,2,Submitted
R01759,P0428,C01759,2025-02-24,9,Submitted
R01760,P0377,C01760,2025-02-27,4,Submitted
R01761,P0395,C01761,2025-04-21,1,Rejected
R01762,P0450,C01762,2025-02-22,6,Submitted
R01763,P0431,C01763,2025-03-16,9,Submitted
R01764,P0364,C01764,2025-02-12,1,Rejected
R01765,P0364,C01765,2025-03-18,4,Submitted
R01766,P0457,C01766,2025-03-16,3,Approved
R01767,P0213,C01767,2025-03-23,9,Submitted
R01768,P0216,C01768,2025-03-12,1,Approved
R01769,P0226,C01769,2025-02-27,1,Submitted
R01770,P0470,C01770,2025-03-03,5,Submitted
R01771,P0131,C01771,2025-02-13,4,Submitted
R01772,P0076,C01772,2025-03-23,6,Rejected
R01773,P0476,C01773,2025-03-11,1,Submitted
R01774,P0286,C01774,2025-03-28,2,Submitted
R01775,P0474,C01775,2025-04-23,7,Approved
R01776,P0496,C01776,2025-02-07,3,Submitted
R01777,P0277,C01777,2025-03-10,4,Approved
R01778,P0156,C01778,2025-03-28,5,Approved
R01779,P0248,C01779,2025-02-09,6,Submitted
R01780,P0218,C01780,2025-02-12,5,Submitted
R01781,P0190,C01781,2025-04-18,8,Rejected
R01782,P0417,C01782,2025-04-04,6,Submitted
R01783,P0469,C01783,2025-04-09,4,Submitted
R01784,P0163,C01784,2025-02-26,5,Approved
R01785,P0180,C01785,2025-03-01,7,Submitted
R01786,P0034,C01786,2025-04-26,5,Approved
R01787,P0041,C01787,2025-03-02,7,Submitted
R01788,P0307,C01788,2025-04-27,1,Approved
R01789,P0431,C01789,2025-03-01,6,Submitted
R01790,P0338,C01790,2025-02-28,0,Submitted
R01791,P0314,C01791,2025-04-13,4,Approved
R01792,P0075,C01792,2025-04-10,7,Submitted
R01793,P0441,C01793,2025-04-12,1,Submitted
R01794,P0279,C01794,2025-05-03,0,Approved
R01795,P0176,C01795,2025-04-11,5,Approved
R01796,P0384,C01796,2025-04-08,7,Submitted
R01797,P0150,C01797,2025-03-09,6,Submitted
R01798,P0273,C01798,2025-02-26,6,Approved
R01799,P0325,C01799,2025-03-10,7,Submitted
R01800,P0108,C01800,2025-03-05,3,Rejected
R01801,P0139,C01801,2025-03-19,8,Submitted
R01802,P0350,C01802,2025-04-06,6,Approved
R01803,P0271,C01803,2025-03-01,3,Submitted
R01804,P0347,C01804,2025-03-12,7,Submitted
R01805,P0419,C01805,2025-04-26,2,Submitted
R01806,P0289,C01806,2025-03-21,0,Submitted
R01807,P0212,C01807,2025-04-19,3,Submitted
R01808,P0381,C01808,2025-04-12,8,Submitted
R01809,P0272,C01809,2025-04-13,5,Approved
R01810,P0418,C01810,2025-03-06,6,Submitted
R01811,P0066,C01811,2025-02-27,3,Rejected
R01812,P0483,C01812,2025-03-09,3,Submitted
R01813,P0424,C01813,2025-02-07,1,Approved
R01814,P0248,C01814,2025-04-20,3,Approved
R01815,P0156,C01815,2025-04-10,6,Rejected
R01816,P0047,C01816,2025-02-09,4,Submitted
R01817,P0423,C01817,2025-03-25,3,Approved
R01818,P0454,C01818,2025-04-02,4,Submitted
R01819,P0201,C01819,2025-04-10,5,Submitted
R01820,P0148,C01820,2025-03-09,1,Approved
R01821,P0124,C01821,2025-02-28,5,Submitted
R01822,P0001,C01822,2025-03-01,4,Submitted
R01823,P0456,C01823,2025-03-26,2,Submitted
R01824,P0247,C01824,2025-02-28,2,Submitted
R01825,P0343,C01825,2025-03-28,10,Submitted
R01826,P0128,C01826,2025-04-27,8,Approved
R01827,P0191,C01827,2025-03-04,6,Submitted
R01828,P0067,C01828,2025-04-19,1,Approved
R01829,P0004,C01829,2025-03-21,8,Approved
R01830,P0442,C01830,2025-04-11,9,Submitted
R01831,P0409,C01831,2025-04-09,0,Approved
R01832,P0303,C01832,2025-03-17,5,Approved
R01833,P0294,C01833,2025-04-11,8,Submitted
R01834,P0143,C01834,2025-03-09,2,Submitted
R01835,P0191,C01835,2025-02-23,8,Rejected
R01836,P0021,C01836,2025-03-27,7,Rejected
R01837,P0227,C01837,2025-02-27,7,Approved
R01838,P0313,C01838,2025-04-30,9,Submitted
R01839,P0117,C01839,2025-05-04,4,Submitted
R01840,P0437,C01840,2025-05-05,3,Submitted
R01841,P0302,C01841,2025-03-26,1,Approved
R01842,P0500,C01842,2025-04-27,6,Approved
R01843,P0142,C01843,2025-02-17,7,Submitted
R01844,P0484,C01844,2025-04-25,6,Approved
R01845,P0460,C01845,2025-02-11,4,Submitted
R01846,P0401,C01846,2025-02-11,5,Approved
R01847,P0039,C01847,2025-02-22,7,Submitted
R01848,P0393,C01848,2025-04-05,7,Approved
R01849,P0355,C01849,2025-02-14,2,Submitted
R01850,P0252,C01850,2025-02-15,8,Submitted
R01851,P0333,C01851,2025-02-21,9,Submitted
R01852,P0207,C01852,2025-03-23,5,Rejected
R01853,P0210,C01853,2025-02-15,0,Approved
R01854,P0115,C01854,2025-04-09,2,Submitted
R01855,P0225,C01855,2025-04-29,4,Approved
R01856,P0134,C01856,2025-05-02,8,Approved
R01857,P0251,C01857,2025-04-10,2,Approved
R01858,P0219,C01858,2025-02-03,7,Submitted
R01859,P0407,C01859,2025-03-23,3,Submitted
R01860,P0443,C01860,2025-03-16,8,Submitted
R01861,P0091,C01861,2025-02-06,1,Submitted
R01862,P0354,C01862,2025-04-14,3,Approved
R01863,P0376,C01863,2025-03-30,10,Submitted
R01864,P0046,C01864,2025-03-05,4,Submitted
R01865,P0038,C01865,2025-03-19,4,Submitted
R01866,P0142,C01866,2025-04-06,8,Submitted
R01867,P0100,C01867,2025-03-12,8,Rejected
R01868,P0328,C01868,2025-05-05,7,Rejected
R01869,P0190,C01869,2025-02-21,2,Submitted
R01870,P0035,C01870,2025-05-04,3,Approved
R01871,P0147,C01871,2025-03-28,6,Submitted
R01872,P0030,C01872,2025-02-27,3,Approved
R01873,P0334,C01873,2025-04-02,1,Submitted
R01874,P0084,C01874,2025-02-28,6,Submitted
R01875,P0369,C01875,2025-03-09,8,Approved
R01876,P0281,C01876,2025-04-16,2,Approved
R01877,P0424,C01877,2025-02-14,2,Submitted
R01878,P0344,C01878,2025-04-29,7,Approved
R01879,P0270,C01879,2025-03-22,0,Approved
R01880,P0154,C01880,2025-02-26,1,Submitted
R01881,P0102,C01881,2025-04-10,2,Submitted
R01882,P0215,C01882,2025-03-01,5,Submitted
R01883,P0150,C01883,2025-04-18,9,Approved
R01884,P0432,C01884,2025-02-16,1,Rejected
R01885,P0083,C01885,2025-05-02,2,Submitted
R01886,P0110,C01886,2025-04-08,2,Approved
R01887,P0435,C01887,2025-02-13,9,Approved
R01888,P0387,C01888,2025-03-19,2,Submitted
R01889,P0426,C01889,2025-03-07,9,Submitted
R01890,P0275,C01890,2025-03-24,8,Submitted
R01891,P0201,C01891,2025-03-31,2,Submitted
R01892,P0284,C01892,2025-04-09,4,Approved
R01893,P0468,C01893,2025-02-17,1,Submitted
R01894,P0173,C01894,2025-04-19,7,Submitted
R01895,P0327,C01895,2025-04-09,6,Approved
R01896,P0206,C01896,2025-03-10,7,Submitted
R01897,P0063,C01897,2025-05-04,2,Submitted
R01898,P0073,C01898,2025-05-05,4,Submitted
R01899,P0251,C01899,2025-04-27,2,Submitted
R01900,P0124,C01900,2025-04-28,3,Approved
R01901,P0375,C01901,2025-03-03,4,Submitted
R01902,P0121,C01902,2025-04-27,9,Approved
R01903,P0275,C01903,2025-04-14,6,Submitted
R01904,P0431,C01904,2025-04-01,8,Submitted
R01905,P0500,C01905,2025-03-05,5,Submitted
R01906,P0398,C01906,2025-05-04,5,Approved
R01907,P0120,C01907,2025-04-06,8,Submitted
R01908,P0422,C01908,2025-03-08,6,Submitted
R01909,P0437,C01909,2025-03-29,0,Approved
R01910,P0317,C01910,2025-04-04,5,Submitted
R01911,P0164,C01911,2025-02-19,5,Submitted
R01912,P0424,C01912,2025-04-20,5,Submitted
R01913,P0465,C01913,2025-02-11,3,Approved
R01914,P0286,C01914,2025-02-23,5,Rejected
R01915,P0265,C01915,2025-02-18,5,Submitted
R01916,P0320,C01916,2025-04-17,3,Submitted
R01917,P0161,C01917,2025-04-24,9,Submitted
R01918,P0376,C01918,2025-05-02,5,Approved
R01919,P0308,C01919,2025-03-02,3,Submitted
R01920,P0089,C01920,2025-03-29,10,Submitted
R01921,P0142,C01921,2025-03-31,4,Approved
R01922,P0203,C01922,2025-04-24,2,Submitted
R01923,P0309,C01923,2025-04-12,7,Submitted
R01924,P0227,C01924,2025-03-31,8,Rejected
R01925,P0489,C01925,2025-03-13,8,Rejected
R01926,P0443,C01926,2025-04-16,2,Submitted
R01927,P0334,C01927,2025-04-21,0,Submitted
R01928,P0222,C01928,2025-04-09,4,Submitted
R01929,P0041,C01929,2025-02-12,7,Submitted
R01930,P0196,C01930,2025-04-14,4,Rejected
R01931,P0068,C01931,2025-03-13,7,Approved
R01932,P0476,C01932,2025-02-19,2,Approved
R01933,P0264,C01933,2025-02-27,5,Submitted
R01934,P0002,C01934,2025-02-10,6,Submitted
R01935,P0361,C01935,2025-03-30,4,Submitted
R01936,P0125,C01936,2025-03-29,3,Submitted
R01937,P0110,C01937,2025-03-31,9,Submitted
R01938,P0086,C01938,2025-05-05,4,Submitted
R01939,P0425,C01939,2025-03-10,10,Submitted
R01940,P0120,C01940,2025-04-08,5,Submitted
R01941,P0127,C01941,2025-04-19,5,Submitted
R01942,P0255,C01942,2025-03-14,4,Submitted
R01943,P0183,C01943,2025-02-28,2,Submitted
R01944,P0016,C01944,2025-04-01,8,Submitted
R01945,P0477,C01945,2025-03-15,8,Submitted
R01946,P0062,C01946,2025-02-21,9,Rejected
R01947,P0369,C01947,2025-04-01,2,Submitted
R01948,P0432,C01948,2025-03-16,5,Approved
R01949,P0158,C01949,2025-04-12,3,Rejected
R01950,P0268,C01950,2025-03-09,5,Submitted
R01951,P0035,C01951,2025-03-04,8,Submitted
R01952,P0267,C01952,2025-02-11,5,Submitted
R01953,P0064,C01953,2025-03-05,9,Submitted
R01954,P0494,C01954,2025-03-10,4,Submitted
R01955,P0050,C01955,2025-04-14,9,Approved
R01956,P0469,C01956,2025-02-22,6,Submitted
R01957,P0255,C01957,2025-03-16,2,Rejected
R01958,P0149,C01958,2025-03-08,3,Approved
R01959,P0325,C01959,2025-02-17,6,Submitted
R01960,P0304,C01960,2025-05-02,6,Submitted
R01961,P0276,C01961,2025-03-23,2,Submitted
R01962,P0357,C01962,2025-04-19,2,Submitted
R01963,P0451,C01963,2025-02-20,8,Submitted
R01964,P0172,C01964,2025-02-14,6,Approved
R01965,P0417,C01965,2025-03-19,9,Submitted
R01966,P0201,C01966,2025-03-25,1,Submitted
R01967,P0445,C01967,2025-03-20,2,Approved
R01968,P0393,C01968,2025-02-20,2,Submitted
R01969,P0324,C01969,2025-02-19,1,Submitted
R01970,P0035,C01970,2025-03-24,4,Submitted
R01971,P0465,C01971,2025-03-30,2,Submitted
R01972,P0482,C01972,2025-04-22,9,Approved
R01973,P0216,C01973,2025-04-28,6,Rejected
R01974,P0480,C01974,2025-02-09,8,Submitted
R01975,P0065,C01975,2025-03-19,8,Submitted
R01976,P0008,C01976,2025-04-21,6,Submitted
R01977,P0301,C01977,2025-04-16,2,Approved
R01978,P0343,C01978,2025-03-31,9,Approved
R01979,P0431,C01979,2025-05-07,1,Submitted
R01980,P0424,C01980,2025-03-04,2,Submitted
R01981,P0332,C01981,2025-03-26,7,Rejected
R01982,P0438,C01982,2025-04-05,2,Submitted
R01983,P0076,C01983,2025-02-17,4,Approved
R01984,P0174,C01984,2025-03-02,1,Approved
R01985,P0047,C01985,2025-03-05,4,Submitted
R01986,P0015,C01986,2025-02-17,2,Approved
R01987,P0361,C01987,2025-02-23,5,Submitted
R01988,P0147,C01988,2025-03-02,5,Rejected
R01989,P0026,C01989,2025-03-09,7,Submitted
R01990,P0308,C01990,2025-04-20,8,Submitted
R01991,P0093,C01991,2025-03-11,8,Submitted
R01992,P0406,C01992,2025-05-02,4,Approved
R01993,P0232,C01993,2025-04-13,5,Submitted
R01994,P0021,C01994,2025-03-24,8,Submitted
R01995,P0307,C01995,2025-04-01,9,Submitted
R01996,P0038,C01996,2025-03-24,3,Submitted
R01997,P0276,C01997,2025-02-23,5,Approved
R01998,P0157,C01998,2025-02-11,7,Submitted
R01999,P0179,C01999,2025-03-16,5,Approved
R02000,P0132,C02000,2025-04-23,4,Approved
R02001,P0311,C02001,2025-03-15,7,Rejected
R02002,P0455,C02002,2025-04-26,2,Approved
R02003,P0348,C02003,2025-03-13,5,Submitted
R02004,P0028,C02004,2025-03-15,8,Submitted
R02005,P0260,C02005,2025-04-23,7,Rejected
R02006,P0406,C02006,2025-04-09,7,Approved
R02007,P0076,C02007,2025-03-28,4,Submitted
R02008,P0429,C02008,2025-03-05,2,Rejected
R02009,P0067,C02009,2025-04-05,10,Approved
R02010,P0342,C02010,2025-04-13,5,Rejected
R02011,P0492,C02011,2025-03-22,2,Approved
R02012,P0194,C02012,2025-02-23,4,Approved
R02013,P0472,C02013,2025-03-17,6,Approved
R02014,P0162,C02014,2025-03-11,7,Submitted
R02015,P0347,C02015,2025-04-16,8,Rejected
R02016,P0439,C02016,2025-04-08,5,Submitted
R02017,P0361,C02017,2025-05-05,5,Submitted
R02018,P0257,C02018,2025-04-18,5,Approved
R02019,P0072,C02019,2025-03-09,4,Approved
R02020,P0087,C02020,2025-03-05,1,Approved
R02021,P0422,C02021,2025-04-14,7,Submitted
R02022,P0262,C02022,2025-03-14,10,Submitted
R02023,P0214,C02023,2025-04-29,9,Submitted
R02024,P0153,C02024,2025-02-28,6,Submitted
R02025,P0210,C02025,2025-05-10,10,Approved
R02026,P0401,C02026,2025-02-27,3,Submitted
R02027,P0061,C02027,2025-04-14,2,Submitted
R02028,P0268,C02028,2025-02-08,3,Submitted
R02029,P0262,C02029,2025-04-12,0,Approved
R02030,P0218,C02030,2025-05-03,5,Submitted
R02031,P0283,C02031,2025-02-23,1,Approved
R02032,P0136,C02032,2025-04-17,0,Submitted
R02033,P0467,C02033,2025-04-17,7,Submitted
R02034,P0380,C02034,2025-02-13,2,Approved
R02035,P0362,C02035,2025-04-22,9,Submitted
R02036,P0449,C02036,2025-04-23,6,Submitted
R02037,P0441,C02037,2025-04-12,5,Approved
R02038,P0093,C02038,2025-02-18,10,Approved
R02039,P0109,C02039,2025-03-09,9,Approved
R02040,P0241,C02040,2025-02-27,2,Approved
R02041,P0355,C02041,2025-02-15,2,Submitted
R02042,P0424,C02042,2025-03-20,4,Submitted
R02043,P0142,C02043,2025-03-11,10,Submitted
R02044,P0291,C02044,2025-03-23,9,Rejected
R02045,P0432,C02045,2025-04-02,5,Rejected
R02046,P0237,C02046,2025-03-28,9,Submitted
R02047,P0340,C02047,2025-03-25,6,Submitted
R02048,P0312,C02048,2025-05-05,8,Submitted
R02049,P0177,C02049,2025-04-29,9,Approved
R02050,P0141,C02050,2025-03-20,8,Submitted
R02051,P0189,C02051,2025-02-05,5,Approved
R02052,P0486,C02052,2025-05-04,5,Rejected
R02053,P0049,C02053,2025-04-13,5,Rejected
R02054,P0302,C02054,2025-04-25,10,Submitted
R02055,P0369,C02055,2025-04-02,8,Rejected
R02056,P0190,C02056,2025-04-28,6,Approved
R02057,P0136,C02057,2025-02-17,4,Submitted
R02058,P0043,C02058,2025-02-24,8,Submitted
R02059,P0404,C02059,2025-04-07,5,Approved
R02060,P0380,C02060,2025-02-24,2,Rejected
R02061,P0353,C02061,2025-03-31,2,Submitted
R02062,P0090,C02062,2025-03-27,8,Submitted
R02063,P0295,C02063,2025-04-08,8,Submitted
R02064,P0341,C02064,2025-04-05,5,Rejected
R02065,P0245,C02065,2025-05-04,0,Rejected
R02066,P0433,C02066,2025-03-03,3,Submitted
R02067,P0192,C02067,2025-04-19,2,Submitted
R02068,P0318,C02068,2025-02-12,2,Rejected
R02069,P0106,C02069,2025-02-10,1,Approved
R02070,P0363,C02070,2025-02-26,1,Rejected
R02071,P0310,C02071,2025-04-14,5,Approved
R02072,P0382,C02072,2025-03-28,6,Submitted
R02073,P0233,C02073,2025-04-12,5,Approved
R02074,P0265,C02074,2025-03-02,2,Submitted
R02075,P0344,C02075,2025-03-16,7,Approved
R02076,P0037,C02076,2025-03-17,8,Approved
R02077,P0305,C02077,2025-04-04,3,Rejected
R02078,P0041,C02078,2025-04-12,5,Rejected
R02079,P0017,C02079,2025-02-19,8,Submitted
R02080,P0344,C02080,2025-05-06,3,Submitted
R02081,P0277,C02081,2025-03-24,5,Submitted
R02082,P0307,C02082,2025-03-07,6,Approved
R02083,P0059,C02083,2025-04-26,2,Approved
R02084,P0423,C02084,2025-02-11,1,Rejected
R02085,P0183,C02085,2025-04-26,8,Approved
R02086,P0041,C02086,2025-04-17,0,Submitted
R02087,P0039,C02087,2025-03-05,5,Submitted
R02088,P0397,C02088,2025-03-06,5,Submitted
R02089,P0192,C02089,2025-04-16,8,Approved
R02090,P0267,C02090,2025-03-26,6,Rejected
R02091,P0494,C02091,2025-03-13,5,Submitted
