return_id,order_id,product_id,return_date,reason,qty,supplier_id,product_name,cost_price,return_policy_days,claim_id,claim_date,claim_qty,status,order_date,days_since_order,within_policy,qty_match,reconciliation_status,mismatch_reason,return_week
R00875,O00875,P0310,2025-02-08,Wrong Item,9,S003,Drop,142.71,25,C00875,2025-02-08,9,Approved,2024-12-09,61,False,True,Mismatched,Late Return,6
R00876,O00876,P0238,2025-04-09,Defective,1,S008,A,21.91,73,C00876,2025-04-11,0,Approved,2025-03-27,13,True,False,Mismatched,Qty Mismatch,15
R00877,O00877,P0381,2025-04-30,Wrong Item,2,S025,Now,67.9,54,C00877,2025-05-03,3,Submitted,2025-03-12,49,True,False,Mismatched,Qty Mismatch,18
R00878,O00878,P0436,2025-02-10,Wrong Item,7,S036,Art,353.47,79,C00878,2025-02-15,8,Submitted,2024-12-14,58,True,False,Mismatched,Qty Mismatch,7
R00879,O00879,P0387,2025-03-21,Defective,2,S040,Time,148.2,59,C00879,2025-03-21,3,Rejected,2025-01-11,69,False,False,Mismatched,Late & Qty Mismatch,12
R00880,O00880,P0483,2025-03-07,Wrong Item,7,S023,Act,232.73,72,C00880,2025-03-14,6,Approved,2025-01-09,57,True,False,Mismatched,Qty Mismatch,10
R00881,O00881,P0425,2025-03-14,Damaged,1,S029,Small,38.2,51,C00881,2025-03-15,0,Submitted,2024-11-16,118,False,False,Mismatched,Late & Qty Mismatch,11
R00882,O00882,P0390,2025-02-16,Expired,3,S006,Investment,405.35,77,C00882,2025-02-20,3,Submitted,2025-02-08,8,True,True,Matched,No Issue,7
R00883,O00883,P0025,2025-03-02,Changed Mind,5,S018,Agreement,233.47,40,C00883,2025-03-07,5,Submitted,2025-01-05,56,False,True,Mismatched,Late Return,9
R00884,O00884,P0141,2025-03-03,Wrong Item,6,S004,Under,481.6,51,C00884,2025-03-10,7,Submitted,2025-01-22,40,True,False,Mismatched,Qty Mismatch,10
R00885,O00885,P0117,2025-04-27,Wrong Item,9,S010,Expect,403.8,38,C00885,2025-04-29,8,Submitted,2025-04-01,26,True,False,Mismatched,Qty Mismatch,17
R00886,O00886,P0482,2025-03-27,Changed Mind,9,S011,Baby,350.92,15,C00886,2025-04-04,10,Submitted,2025-01-29,57,False,False,Mismatched,Late & Qty Mismatch,13
R00887,O00887,P0392,2025-04-22,Wrong Item,3,S003,Medical,212.18,52,C00887,2025-04-26,4,Rejected,2025-02-01,80,False,False,Mismatched,Late & Qty Mismatch,17
R00888,O00888,P0405,2025-02-16,Changed Mind,8,S038,Still,166.82,53,C00888,2025-02-23,9,Approved,2024-11-09,99,False,False,Mismatched,Late & Qty Mismatch,7
R00889,O00889,P0482,2025-04-10,Defective,4,S011,Baby,350.92,15,C00889,2025-04-13,4,Submitted,2025-02-02,67,False,True,Mismatched,Late Return,15
R00890,O00890,P0452,2025-02-06,Damaged,7,S046,Employee,283.62,46,C00890,2025-02-14,8,Approved,2024-12-11,57,False,False,Mismatched,Late & Qty Mismatch,6
R00891,O00891,P0025,2025-02-09,Damaged,6,S018,Agreement,233.47,40,C00891,2025-02-16,6,Approved,2025-01-17,23,True,True,Matched,No Issue,6
R00892,O00892,P0079,2025-03-13,Expired,8,S050,Sea,185.65,22,C00892,2025-03-17,7,Submitted,2024-11-19,114,False,False,Mismatched,Late & Qty Mismatch,11
R00893,O00893,P0068,2025-03-12,Wrong Item,6,S049,Bar,403.08,64,C00893,2025-03-14,7,Approved,2024-12-23,79,False,False,Mismatched,Late & Qty Mismatch,11
R00894,O00894,P0173,2025-03-28,Expired,4,S047,Anyone,260.93,53,C00894,2025-03-28,4,Submitted,2025-01-26,61,False,True,Mismatched,Late Return,13
R00895,O00895,P0444,2025-03-11,Defective,2,S010,Republican,191.61,50,C00895,2025-03-15,1,Approved,2024-12-21,80,False,False,Mismatched,Late & Qty Mismatch,11
R00896,O00896,P0012,2025-02-21,Damaged,7,S006,Sit,485.26,73,C00896,2025-02-25,7,Submitted,2024-12-17,66,True,True,Matched,No Issue,8
R00897,O00897,P0288,2025-03-20,Defective,4,S045,Rate,275.9,82,C00897,2025-03-23,5,Submitted,2024-11-23,117,False,False,Mismatched,Late & Qty Mismatch,12
R00898,O00898,P0128,2025-03-05,Defective,9,S043,Arrive,431.76,18,C00898,2025-03-14,8,Submitted,2024-11-23,102,False,False,Mismatched,Late & Qty Mismatch,10
R00899,O00899,P0096,2025-02-11,Wrong Item,9,S039,His,251.96,33,C00899,2025-02-20,8,Submitted,2024-11-03,100,False,False,Mismatched,Late & Qty Mismatch,7
R00900,O00900,P0092,2025-04-04,Defective,7,S021,Fall,359.49,88,C00900,2025-04-11,6,Submitted,2024-12-09,116,False,False,Mismatched,Late & Qty Mismatch,14
R00901,O00901,P0141,2025-03-27,Damaged,5,S004,Under,481.6,51,C00901,2025-03-29,5,Rejected,2025-03-25,2,True,True,Matched,No Issue,13
R00902,O00902,P0031,2025-03-21,Expired,3,S026,Offer,307.7,77,C00902,2025-03-30,3,Approved,2024-12-04,107,False,True,Mismatched,Late Return,12
R00903,O00903,P0334,2025-03-01,Damaged,3,S030,Surface,66.88,49,C00903,2025-03-09,3,Submitted,2025-01-10,50,False,True,Mismatched,Late Return,9
R00904,O00904,P0020,2025-02-21,Wrong Item,9,S050,Better,152.7,47,C00904,2025-02-23,8,Submitted,2024-11-09,104,False,False,Mismatched,Late & Qty Mismatch,8
R00905,O00905,P0146,2025-05-01,Damaged,9,S027,Money,28.07,45,C00905,2025-05-04,10,Approved,2025-01-23,98,False,False,Mismatched,Late & Qty Mismatch,18
R00906,O00906,P0477,2025-02-06,Changed Mind,4,S029,Lot,46.16,20,C00906,2025-02-11,5,Submitted,2024-12-02,66,False,False,Mismatched,Late & Qty Mismatch,6
R00907,O00907,P0316,2025-02-20,Expired,1,S023,Avoid,351.03,73,C00907,2025-02-28,0,Submitted,2024-12-03,79,False,False,Mismatched,Late & Qty Mismatch,8
R00908,O00908,P0447,2025-04-28,Changed Mind,5,S006,International,493.14,21,C00908,2025-05-07,6,Approved,2025-03-03,56,False,False,Mismatched,Late & Qty Mismatch,18
R00909,O00909,P0390,2025-04-12,Changed Mind,8,S006,Investment,405.35,77,C00909,2025-04-13,7,Rejected,2025-03-24,19,True,False,Mismatched,Qty Mismatch,15
R00910,O00910,P0160,2025-04-11,Wrong Item,4,S005,Skin,366.83,68,C00910,2025-04-12,5,Approved,2025-02-26,44,True,False,Mismatched,Qty Mismatch,15
R00911,O00911,P0349,2025-02-28,Defective,4,S022,Ready,193.56,81,C00911,2025-03-01,5,Submitted,2025-02-23,5,True,False,Mismatched,Qty Mismatch,9
R00912,O00912,P0043,2025-02-12,Changed Mind,9,S048,Save,26.85,63,C00912,2025-02-16,10,Submitted,2025-01-11,32,True,False,Mismatched,Qty Mismatch,7
R00913,O00913,P0254,2025-03-18,Damaged,9,S021,Our,165.29,29,C00913,2025-03-23,9,Approved,2025-02-04,42,False,True,Mismatched,Late Return,12
R00914,O00914,P0130,2025-03-12,Defective,7,S048,Term,260.27,72,C00914,2025-03-14,7,Rejected,2025-01-22,49,True,True,Matched,No Issue,11
R00915,O00915,P0060,2025-02-13,Damaged,8,S014,Surface,169.41,69,C00915,2025-02-15,7,Rejected,2025-01-18,26,True,False,Mismatched,Qty Mismatch,7
R00916,O00916,P0151,2025-03-21,Damaged,4,S021,Low,455.05,85,C00916,2025-03-22,4,Submitted,2025-02-20,29,True,True,Matched,No Issue,12
R00917,O00917,P0467,2025-02-22,Defective,8,S048,Relationship,150.0,16,C00917,2025-02-27,7,Approved,2024-11-16,98,False,False,Mismatched,Late & Qty Mismatch,8
R00918,O00918,P0287,2025-03-24,Defective,6,S026,Remain,238.14,44,C00918,2025-03-24,6,Submitted,2025-03-07,17,True,True,Matched,No Issue,13
R00919,O00919,P0499,2025-04-03,Damaged,3,S010,Election,487.45,31,C00919,2025-04-11,4,Submitted,2025-03-05,29,True,False,Mismatched,Qty Mismatch,14
R00920,O00920,P0005,2025-03-05,Wrong Item,7,S013,Face,86.45,89,C00920,2025-03-14,7,Submitted,2024-11-19,106,False,True,Mismatched,Late Return,10
R00921,O00921,P0467,2025-03-09,Expired,3,S048,Relationship,150.0,16,C00921,2025-03-12,3,Rejected,2024-12-10,89,False,True,Mismatched,Late Return,10
R00922,O00922,P0418,2025-04-09,Expired,7,S013,Fine,171.05,84,C00922,2025-04-10,7,Submitted,2025-03-26,14,True,True,Matched,No Issue,15
R00923,O00923,P0266,2025-03-13,Wrong Item,5,S031,Career,372.98,27,C00923,2025-03-18,4,Submitted,2024-12-08,95,False,False,Mismatched,Late & Qty Mismatch,11
R00924,O00924,P0345,2025-03-15,Defective,4,S035,Treat,205.27,70,C00924,2025-03-19,3,Rejected,2024-12-07,98,False,False,Mismatched,Late & Qty Mismatch,11
R00925,O00925,P0130,2025-02-09,Damaged,3,S048,Term,260.27,72,C00925,2025-02-11,4,Submitted,2024-11-26,75,False,False,Mismatched,Late & Qty Mismatch,6
R00926,O00926,P0382,2025-03-02,Expired,8,S017,Think,351.4,73,C00926,2025-03-04,9,Submitted,2024-12-31,61,True,False,Mismatched,Qty Mismatch,9
R00927,O00927,P0267,2025-03-12,Damaged,4,S040,Receive,351.54,27,C00927,2025-03-16,5,Approved,2025-02-20,20,True,False,Mismatched,Qty Mismatch,11
R00928,O00928,P0178,2025-03-10,Wrong Item,8,S048,Collection,199.5,83,C00928,2025-03-13,8,Approved,2025-02-27,11,True,True,Matched,No Issue,11
R00929,O00929,P0253,2025-03-31,Damaged,3,S022,Unit,427.06,53,C00929,2025-04-04,4,Submitted,2025-02-11,48,True,False,Mismatched,Qty Mismatch,14
R00930,O00930,P0415,2025-02-28,Wrong Item,9,S010,Message,319.6,74,C00930,2025-03-01,8,Rejected,2025-02-28,0,True,False,Mismatched,Qty Mismatch,9
R00931,O00931,P0056,2025-03-10,Defective,6,S010,Throw,461.72,18,C00931,2025-03-10,7,Submitted,2024-12-26,74,False,False,Mismatched,Late & Qty Mismatch,11
R00932,O00932,P0463,2025-04-29,Wrong Item,5,S043,Four,375.56,43,C00932,2025-05-03,6,Rejected,2025-03-06,54,False,False,Mismatched,Late & Qty Mismatch,18
R00933,O00933,P0457,2025-02-17,Wrong Item,5,S040,Beat,15.56,60,C00933,2025-02-17,6,Approved,2025-01-24,24,True,False,Mismatched,Qty Mismatch,8
R00934,O00934,P0471,2025-04-28,Expired,3,S008,Evidence,15.96,41,C00934,2025-04-30,4,Submitted,2025-03-13,46,False,False,Mismatched,Late & Qty Mismatch,18
R00935,O00935,P0083,2025-03-15,Damaged,2,S005,Drive,172.14,60,C00935,2025-03-22,3,Approved,2025-01-02,72,False,False,Mismatched,Late & Qty Mismatch,11
R00936,O00936,P0393,2025-04-05,Expired,6,S007,Different,192.29,74,C00936,2025-04-12,5,Submitted,2025-02-26,38,True,False,Mismatched,Qty Mismatch,14
R00937,O00937,P0099,2025-03-06,Changed Mind,1,S038,Hear,22.46,43,C00937,2025-03-14,1,Submitted,2024-11-20,106,False,True,Mismatched,Late Return,10
R00938,O00938,P0149,2025-03-13,Wrong Item,7,S050,Who,35.22,26,C00938,2025-03-13,8,Rejected,2025-02-15,26,True,False,Mismatched,Qty Mismatch,11
R00939,O00939,P0329,2025-02-11,Changed Mind,5,S011,Part,215.6,61,C00939,2025-02-14,5,Submitted,2024-11-11,92,False,True,Mismatched,Late Return,7
R00940,O00940,P0156,2025-03-13,Expired,4,S022,Size,128.61,76,C00940,2025-03-18,5,Submitted,2025-01-23,49,True,False,Mismatched,Qty Mismatch,11
R00941,O00941,P0190,2025-03-10,Damaged,9,S026,On,128.51,31,C00941,2025-03-16,9,Submitted,2024-12-10,90,False,True,Mismatched,Late Return,11
R00942,O00942,P0494,2025-02-09,Expired,1,S015,Worker,102.18,29,C00942,2025-02-13,0,Submitted,2024-12-17,54,False,False,Mismatched,Late & Qty Mismatch,6
R00943,O00943,P0371,2025-04-21,Damaged,4,S008,Wind,59.38,59,C00943,2025-04-27,4,Approved,2025-03-25,27,True,True,Matched,No Issue,17
R00944,O00944,P0263,2025-04-10,Damaged,3,S024,No,78.64,56,C00944,2025-04-19,4,Rejected,2025-02-13,56,True,False,Mismatched,Qty Mismatch,15
R00945,O00945,P0080,2025-02-21,Defective,6,S012,Available,66.78,48,C00945,2025-02-28,6,Submitted,2024-11-11,102,False,True,Mismatched,Late Return,8
R00946,O00946,P0400,2025-04-13,Wrong Item,5,S030,Able,379.73,56,C00946,2025-04-22,5,Submitted,2025-01-22,81,False,True,Mismatched,Late Return,15
R00947,O00947,P0252,2025-02-08,Expired,7,S033,Effect,198.7,69,C00947,2025-02-13,8,Submitted,2024-11-22,78,False,False,Mismatched,Late & Qty Mismatch,6
R00948,O00948,P0097,2025-03-30,Damaged,1,S038,Commercial,266.14,33,C00948,2025-04-02,1,Submitted,2025-03-15,15,True,True,Matched,No Issue,13
R00949,O00949,P0260,2025-03-21,Expired,5,S011,Team,57.62,56,C00949,2025-03-21,6,Submitted,2024-12-01,110,False,False,Mismatched,Late & Qty Mismatch,12
R00950,O00950,P0260,2025-02-19,Expired,2,S011,Team,57.62,56,C00950,2025-02-23,1,Submitted,2024-11-25,86,False,False,Mismatched,Late & Qty Mismatch,8
R00951,O00951,P0103,2025-04-12,Damaged,2,S030,Science,164.03,61,C00951,2025-04-21,3,Submitted,2025-01-09,93,False,False,Mismatched,Late & Qty Mismatch,15
R00952,O00952,P0040,2025-03-05,Changed Mind,2,S035,Song,225.67,46,C00952,2025-03-14,1,Approved,2024-11-26,99,False,False,Mismatched,Late & Qty Mismatch,10
R00953,O00953,P0273,2025-04-29,Wrong Item,9,S002,News,434.87,76,C00953,2025-05-08,9,Rejected,2025-03-05,55,True,True,Matched,No Issue,18
R00954,O00954,P0101,2025-04-01,Wrong Item,3,S034,Religious,25.4,16,C00954,2025-04-04,4,Approved,2025-02-26,34,False,False,Mismatched,Late & Qty Mismatch,14
R00955,O00955,P0359,2025-02-15,Defective,4,S037,Energy,470.71,52,C00955,2025-02-19,4,Approved,2025-01-19,27,True,True,Matched,No Issue,7
R00956,O00956,P0380,2025-02-11,Defective,5,S033,Reach,148.11,33,C00956,2025-02-14,4,Submitted,2024-12-28,45,False,False,Mismatched,Late & Qty Mismatch,7
R00957,O00957,P0308,2025-02-25,Defective,4,S013,Program,168.25,77,C00957,2025-03-05,3,Approved,2024-11-01,116,False,False,Mismatched,Late & Qty Mismatch,9
R00958,O00958,P0221,2025-02-17,Wrong Item,4,S025,Truth,332.23,73,C00958,2025-02-19,4,Rejected,2024-12-13,66,True,True,Matched,No Issue,8
R00959,O00959,P0308,2025-02-15,Changed Mind,5,S013,Program,168.25,77,C00959,2025-02-17,6,Rejected,2024-10-20,118,False,False,Mismatched,Late & Qty Mismatch,7
R00960,O00960,P0420,2025-04-11,Wrong Item,9,S047,Article,378.66,85,C00960,2025-04-20,10,Submitted,2025-03-27,15,True,False,Mismatched,Qty Mismatch,15
R00961,O00961,P0124,2025-02-08,Wrong Item,9,S034,Garden,63.93,80,C00961,2025-02-14,10,Approved,2024-11-22,78,True,False,Mismatched,Qty Mismatch,6
R00962,O00962,P0422,2025-04-28,Wrong Item,6,S045,Simply,396.91,77,C00962,2025-04-29,7,Approved,2025-02-05,82,False,False,Mismatched,Late & Qty Mismatch,18
R00963,O00963,P0231,2025-03-30,Wrong Item,3,S018,Sound,399.46,40,C00963,2025-04-07,2,Submitted,2025-01-16,73,False,False,Mismatched,Late & Qty Mismatch,13
R00964,O00964,P0178,2025-03-15,Changed Mind,6,S048,Collection,199.5,83,C00964,2025-03-22,7,Rejected,2024-11-19,116,False,False,Mismatched,Late & Qty Mismatch,11
R00965,O00965,P0063,2025-03-24,Defective,4,S001,Machine,416.08,24,C00965,2025-03-29,4,Submitted,2025-02-04,48,False,True,Mismatched,Late Return,13
R00966,O00966,P0485,2025-03-26,Expired,3,S046,Pretty,296.31,29,C00966,2025-04-03,2,Submitted,2025-01-18,67,False,False,Mismatched,Late & Qty Mismatch,13
R00967,O00967,P0116,2025-04-04,Defective,6,S004,Hundred,437.02,58,C00967,2025-04-06,6,Submitted,2025-03-14,21,True,True,Matched,No Issue,14
R00968,O00968,P0191,2025-04-22,Defective,6,S028,Traditional,55.62,15,C00968,2025-04-25,6,Submitted,2025-04-05,17,False,True,Mismatched,Late Return,17
R00969,O00969,P0062,2025-03-31,Expired,2,S046,Show,142.96,46,C00969,2025-04-06,2,Rejected,2025-03-10,21,True,True,Matched,No Issue,14
R00970,O00970,P0256,2025-05-01,Wrong Item,9,S006,Bar,282.83,39,C00970,2025-05-01,8,Submitted,2025-01-16,105,False,False,Mismatched,Late & Qty Mismatch,18
R00971,O00971,P0483,2025-03-03,Changed Mind,8,S023,Act,232.73,72,C00971,2025-03-03,9,Submitted,2024-11-05,118,False,False,Mismatched,Late & Qty Mismatch,10
R00972,O00972,P0007,2025-04-30,Changed Mind,6,S048,Dog,38.46,16,C00972,2025-04-30,6,Approved,2025-04-15,15,True,True,Matched,No Issue,18
R00973,O00973,P0155,2025-03-02,Defective,1,S042,Employee,492.97,40,C00973,2025-03-09,1,Submitted,2025-01-06,55,False,True,Mismatched,Late Return,9
R00974,O00974,P0092,2025-03-13,Expired,2,S021,Fall,359.49,88,C00974,2025-03-18,3,Approved,2025-03-11,2,True,False,Mismatched,Qty Mismatch,11
R00975,O00975,P0470,2025-03-16,Damaged,4,S037,Edge,481.98,89,C00975,2025-03-18,5,Approved,2024-11-29,107,False,False,Mismatched,Late & Qty Mismatch,11
R00976,O00976,P0014,2025-03-30,Wrong Item,7,S005,Offer,114.05,68,C00976,2025-04-08,8,Submitted,2024-12-06,114,False,False,Mismatched,Late & Qty Mismatch,13
R00977,O00977,P0455,2025-04-14,Defective,9,S026,Among,64.49,72,C00977,2025-04-20,10,Rejected,2025-02-21,52,True,False,Mismatched,Qty Mismatch,16
R00978,O00978,P0229,2025-03-27,Changed Mind,5,S041,Claim,447.1,31,C00978,2025-04-01,5,Submitted,2025-02-21,34,False,True,Mismatched,Late Return,13
R00979,O00979,P0086,2025-03-05,Expired,2,S017,Base,169.34,51,C00979,2025-03-09,1,Approved,2024-11-21,104,False,False,Mismatched,Late & Qty Mismatch,10
R00980,O00980,P0133,2025-02-08,Expired,1,S023,Four,68.73,89,C00980,2025-02-10,2,Rejected,2024-10-29,102,False,False,Mismatched,Late & Qty Mismatch,6
R00981,O00981,P0183,2025-03-15,Defective,1,S008,Attack,463.1,76,C00981,2025-03-18,2,Approved,2024-12-26,79,False,False,Mismatched,Late & Qty Mismatch,11
R00982,O00982,P0386,2025-02-05,Damaged,5,S014,Some,403.71,27,C00982,2025-02-05,5,Submitted,2024-11-13,84,False,True,Mismatched,Late Return,6
R00983,O00983,P0062,2025-03-07,Changed Mind,7,S046,Show,142.96,46,C00983,2025-03-15,8,Submitted,2025-02-15,20,True,False,Mismatched,Qty Mismatch,10
R00984,O00984,P0219,2025-02-27,Defective,9,S026,While,328.32,26,C00984,2025-03-03,9,Approved,2024-12-25,64,False,True,Mismatched,Late Return,9
R00985,O00985,P0405,2025-04-01,Damaged,9,S038,Still,166.82,53,C00985,2025-04-02,9,Rejected,2025-02-04,56,False,True,Mismatched,Late Return,14
R00986,O00986,P0246,2025-04-30,Expired,8,S006,Unit,464.88,74,C00986,2025-05-08,8,Submitted,2025-01-27,93,False,True,Mismatched,Late Return,18
R00987,O00987,P0230,2025-02-10,Wrong Item,1,S045,Hour,319.26,37,C00987,2025-02-16,1,Submitted,2024-12-26,46,False,True,Mismatched,Late Return,7
R00988,O00988,P0079,2025-03-27,Changed Mind,5,S050,Sea,185.65,22,C00988,2025-04-03,6,Submitted,2025-02-22,33,False,False,Mismatched,Late & Qty Mismatch,13
R00989,O00989,P0149,2025-03-08,Changed Mind,6,S050,Who,35.22,26,C00989,2025-03-10,5,Approved,2025-01-20,47,False,False,Mismatched,Late & Qty Mismatch,10
R00990,O00990,P0138,2025-03-26,Damaged,6,S008,White,354.48,52,C00990,2025-04-01,7,Submitted,2025-02-16,38,True,False,Mismatched,Qty Mismatch,13
R00991,O00991,P0471,2025-04-28,Defective,4,S008,Evidence,15.96,41,C00991,2025-04-28,3,Approved,2025-01-09,109,False,False,Mismatched,Late & Qty Mismatch,18
R00992,O00992,P0314,2025-04-09,Expired,1,S010,Trade,481.7,66,C00992,2025-04-14,2,Approved,2025-01-13,86,False,False,Mismatched,Late & Qty Mismatch,15
R00993,O00993,P0376,2025-02-05,Damaged,3,S038,Total,166.3,54,C00993,2025-02-14,3,Submitted,2024-10-31,97,False,True,Mismatched,Late Return,6
R00994,O00994,P0423,2025-04-24,Wrong Item,4,S024,Occur,54.69,42,C00994,2025-04-29,5,Submitted,2024-12-26,119,False,False,Mismatched,Late & Qty Mismatch,17
R00995,O00995,P0389,2025-03-25,Wrong Item,4,S039,Compare,377.8,56,C00995,2025-04-03,4,Approved,2025-02-24,29,True,True,Matched,No Issue,13
R00996,O00996,P0065,2025-02-18,Wrong Item,4,S013,Capital,147.66,48,C00996,2025-02-23,5,Submitted,2024-10-22,119,False,False,Mismatched,Late & Qty Mismatch,8
R00997,O00997,P0013,2025-03-28,Damaged,5,S018,Wait,417.9,65,C00997,2025-03-30,5,Submitted,2025-02-07,49,True,True,Matched,No Issue,13
R00998,O00998,P0213,2025-03-19,Expired,9,S028,Serve,329.46,76,C00998,2025-03-24,8,Submitted,2024-12-13,96,False,False,Mismatched,Late & Qty Mismatch,12
R00999,O00999,P0474,2025-04-29,Changed Mind,4,S028,Remain,446.66,35,C00999,2025-05-01,4,Submitted,2025-04-14,15,True,True,Matched,No Issue,18
R01000,O01000,P0242,2025-03-14,Defective,9,S019,After,477.43,31,C01000,2025-03-23,10,Submitted,2024-11-30,104,False,False,Mismatched,Late & Qty Mismatch,11
R01001,O01001,P0493,2025-04-15,Changed Mind,9,S040,Cause,145.92,32,C01001,2025-04-23,9,Approved,2025-01-12,93,False,True,Mismatched,Late Return,16
R01002,O01002,P0213,2025-04-18,Expired,1,S028,Serve,329.46,76,C01002,2025-04-24,0,Approved,2025-04-16,2,True,False,Mismatched,Qty Mismatch,16
R01003,O01003,P0181,2025-05-01,Changed Mind,5,S036,Knowledge,177.12,50,C01003,2025-05-04,4,Rejected,2025-01-13,108,False,False,Mismatched,Late & Qty Mismatch,18
R01004,O01004,P0338,2025-02-09,Damaged,9,S044,Bill,354.79,17,C01004,2025-02-11,10,Submitted,2024-12-11,60,False,False,Mismatched,Late & Qty Mismatch,6
R01005,O01005,P0485,2025-04-01,Wrong Item,4,S046,Pretty,296.31,29,C01005,2025-04-06,4,Submitted,2025-03-31,1,True,True,Matched,No Issue,14
R01006,O01006,P0173,2025-02-05,Expired,5,S047,Anyone,260.93,53,C01006,2025-02-13,6,Submitted,2025-01-11,25,True,False,Mismatched,Qty Mismatch,6
R01007,O01007,P0160,2025-04-06,Expired,4,S005,Skin,366.83,68,C01007,2025-04-08,4,Submitted,2025-03-20,17,True,True,Matched,No Issue,14
R01008,O01008,P0164,2025-05-02,Changed Mind,2,S046,Past,272.53,50,C01008,2025-05-09,1,Submitted,2025-02-26,65,False,False,Mismatched,Late & Qty Mismatch,18
R01009,O01009,P0465,2025-03-21,Damaged,2,S044,Every,481.46,89,C01009,2025-03-26,3,Submitted,2025-02-10,39,True,False,Mismatched,Qty Mismatch,12
R01010,O01010,P0483,2025-03-28,Changed Mind,2,S023,Act,232.73,72,C01010,2025-03-31,1,Submitted,2025-03-26,2,True,False,Mismatched,Qty Mismatch,13
R01011,O01011,P0497,2025-03-06,Changed Mind,1,S009,Authority,295.99,74,C01011,2025-03-10,1,Submitted,2025-02-18,16,True,True,Matched,No Issue,10
R01012,O01012,P0188,2025-04-25,Expired,3,S022,Newspaper,282.05,87,C01012,2025-04-27,2,Submitted,2025-04-02,23,True,False,Mismatched,Qty Mismatch,17
R01013,O01013,P0395,2025-03-08,Changed Mind,1,S042,Institution,176.99,19,C01013,2025-03-09,1,Submitted,2025-03-07,1,True,True,Matched,No Issue,10
R01014,O01014,P0191,2025-04-12,Wrong Item,4,S028,Traditional,55.62,15,C01014,2025-04-20,5,Submitted,2025-02-02,69,False,False,Mismatched,Late & Qty Mismatch,15
R01015,O01015,P0405,2025-04-04,Changed Mind,1,S038,Still,166.82,53,C01015,2025-04-06,1,Approved,2025-02-24,39,True,True,Matched,No Issue,14
R01016,O01016,P0308,2025-02-06,Wrong Item,4,S013,Program,168.25,77,C01016,2025-02-11,4,Submitted,2025-01-12,25,True,True,Matched,No Issue,6
R01017,O01017,P0256,2025-03-30,Expired,3,S006,Bar,282.83,39,C01017,2025-04-03,4,Submitted,2025-02-02,56,False,False,Mismatched,Late & Qty Mismatch,13
R01018,O01018,P0183,2025-03-04,Damaged,9,S008,Attack,463.1,76,C01018,2025-03-13,10,Submitted,2025-01-15,48,True,False,Mismatched,Qty Mismatch,10
R01019,O01019,P0117,2025-03-03,Wrong Item,1,S010,Expect,403.8,38,C01019,2025-03-10,0,Submitted,2025-01-06,56,False,False,Mismatched,Late & Qty Mismatch,10
R01020,O01020,P0282,2025-03-24,Damaged,8,S038,Road,175.62,79,C01020,2025-03-28,8,Approved,2025-01-28,55,True,True,Matched,No Issue,13
R01021,O01021,P0196,2025-03-08,Damaged,9,S045,Building,181.11,53,C01021,2025-03-15,9,Submitted,2024-12-29,69,False,True,Mismatched,Late Return,10
R01022,O01022,P0034,2025-02-24,Wrong Item,7,S027,List,474.95,85,C01022,2025-02-28,6,Approved,2024-12-11,75,True,False,Mismatched,Qty Mismatch,9
R01023,O01023,P0052,2025-04-19,Expired,1,S023,Best,389.82,80,C01023,2025-04-28,1,Submitted,2025-03-30,20,True,True,Matched,No Issue,16
R01024,O01024,P0112,2025-04-29,Defective,4,S042,Shoulder,89.0,51,C01024,2025-05-04,4,Approved,2025-04-14,15,True,True,Matched,No Issue,18
R01025,O01025,P0252,2025-03-28,Damaged,1,S033,Effect,198.7,69,C01025,2025-04-01,2,Rejected,2025-03-23,5,True,False,Mismatched,Qty Mismatch,13
R01026,O01026,P0082,2025-02-15,Damaged,4,S044,Recently,315.42,46,C01026,2025-02-16,5,Approved,2025-01-13,33,True,False,Mismatched,Qty Mismatch,7
R01027,O01027,P0232,2025-02-09,Expired,3,S047,Color,256.29,21,C01027,2025-02-18,4,Submitted,2024-12-13,58,False,False,Mismatched,Late & Qty Mismatch,6
R01028,O01028,P0227,2025-04-02,Expired,2,S010,Politics,486.78,30,C01028,2025-04-11,1,Approved,2025-01-26,66,False,False,Mismatched,Late & Qty Mismatch,14
R01029,O01029,P0233,2025-04-25,Changed Mind,1,S036,Notice,292.68,28,C01029,2025-04-30,2,Submitted,2025-03-16,40,False,False,Mismatched,Late & Qty Mismatch,17
R01030,O01030,P0221,2025-03-01,Expired,6,S025,Truth,332.23,73,C01030,2025-03-07,5,Submitted,2025-02-11,18,True,False,Mismatched,Qty Mismatch,9
R01031,O01031,P0436,2025-04-02,Damaged,7,S036,Art,353.47,79,C01031,2025-04-04,8,Approved,2025-03-05,28,True,False,Mismatched,Qty Mismatch,14
R01032,O01032,P0413,2025-04-02,Wrong Item,6,S010,Recently,475.8,41,C01032,2025-04-04,6,Rejected,2025-03-02,31,True,True,Matched,No Issue,14
R01033,O01033,P0422,2025-02-13,Defective,9,S045,Simply,396.91,77,C01033,2025-02-19,9,Submitted,2025-02-04,9,True,True,Matched,No Issue,7
R01034,O01034,P0042,2025-04-06,Changed Mind,9,S021,Collection,252.64,43,C01034,2025-04-15,10,Approved,2025-02-02,63,False,False,Mismatched,Late & Qty Mismatch,14
R01035,O01035,P0021,2025-02-09,Wrong Item,2,S045,Discover,309.81,63,C01035,2025-02-12,3,Submitted,2024-10-14,118,False,False,Mismatched,Late & Qty Mismatch,6
