return_id,order_id,product_id,return_date,reason,qty,supplier_id
R02221,O02221,P0451,2025-05-01,Defective,6,S026
R02222,O02222,P0195,2025-02-28,Damaged,3,S002
R02223,O02223,P0156,2025-03-25,Changed Mind,1,S022
R02224,O02224,P0172,2025-04-28,Wrong Item,8,S026
R02225,O02225,P0335,2025-03-20,Defective,4,S031
R02226,O02226,P0041,2025-04-24,Damaged,7,S001
R02227,O02227,P0063,2025-04-16,Changed Mind,2,S001
R02228,O02228,P0023,2025-02-14,Defective,6,S033
R02229,O02229,P0360,2025-04-10,Wrong Item,6,S005
R02230,O02230,P0075,2025-03-11,Expired,7,S039
R02231,O02231,P0048,2025-02-07,Expired,1,S031
R02232,O02232,P0160,2025-02-26,Changed Mind,1,S005
R02233,O02233,P0313,2025-04-02,Defective,2,S050
R02234,O02234,P0118,2025-04-06,Damaged,2,S017
R02235,O02235,P0100,2025-02-13,Defective,5,S050
R02236,O02236,P0380,2025-02-15,Expired,1,S033
R02237,O02237,P0417,2025-03-02,Changed Mind,2,S038
R02238,O02238,P0408,2025-02-24,Wrong Item,6,S027
R02239,O02239,P0167,2025-04-18,Defective,3,S014
R02240,O02240,P0290,2025-03-09,Expired,4,S005
R02241,O02241,P0440,2025-02-14,Damaged,1,S027
R02242,O02242,P0156,2025-03-30,Changed Mind,5,S022
R02243,O02243,P0421,2025-03-30,Wrong Item,4,S036
R02244,O02244,P0007,2025-03-07,Defective,8,S048
R02245,O02245,P0196,2025-02-08,Damaged,3,S045
R02246,O02246,P0421,2025-04-14,Wrong Item,1,S036
R02247,O02247,P0056,2025-04-12,Expired,5,S010
R02248,O02248,P0321,2025-03-10,Expired,1,S040
R02249,O02249,P0193,2025-04-10,Damaged,5,S014
R02250,O02250,P0047,2025-04-05,Expired,9,S005
R02251,O02251,P0148,2025-04-21,Changed Mind,5,S032
R02252,O02252,P0275,2025-03-14,Damaged,2,S028
R02253,O02253,P0157,2025-03-17,Expired,2,S021
R02254,O02254,P0202,2025-03-26,Defective,9,S023
R02255,O02255,P0444,2025-04-21,Expired,5,S010
R02256,O02256,P0402,2025-04-19,Changed Mind,8,S027
R02257,O02257,P0476,2025-02-10,Wrong Item,4,S009
R02258,O02258,P0419,2025-04-30,Wrong Item,2,S031
R02259,O02259,P0427,2025-03-31,Expired,4,S005
R02260,O02260,P0495,2025-04-05,Wrong Item,4,S021
R02261,O02261,P0479,2025-04-19,Expired,9,S040
R02262,O02262,P0475,2025-04-14,Changed Mind,6,S031
R02263,O02263,P0126,2025-03-09,Wrong Item,6,S002
R02264,O02264,P0395,2025-04-30,Defective,5,S042
R02265,O02265,P0305,2025-04-17,Expired,6,S037
R02266,O02266,P0369,2025-03-18,Wrong Item,1,S018
R02267,O02267,P0294,2025-03-03,Changed Mind,5,S019
R02268,O02268,P0064,2025-02-27,Changed Mind,6,S045
R02269,O02269,P0325,2025-03-23,Defective,8,S037
R02270,O02270,P0392,2025-02-13,Changed Mind,4,S003
R02271,O02271,P0418,2025-04-19,Changed Mind,5,S013
R02272,O02272,P0176,2025-04-13,Wrong Item,4,S030
R02273,O02273,P0116,2025-04-23,Expired,7,S004
R02274,O02274,P0440,2025-04-11,Damaged,6,S027
R02275,O02275,P0204,2025-02-06,Changed Mind,4,S043
R02276,O02276,P0486,2025-03-30,Changed Mind,6,S037
R02277,O02277,P0321,2025-04-18,Damaged,4,S040
R02278,O02278,P0031,2025-02-03,Changed Mind,8,S026
R02279,O02279,P0388,2025-04-26,Wrong Item,3,S040
R02280,O02280,P0113,2025-02-16,Wrong Item,8,S017
R02281,O02281,P0365,2025-03-15,Damaged,2,S025
R02282,O02282,P0434,2025-05-02,Changed Mind,6,S027
R02283,O02283,P0325,2025-03-12,Changed Mind,8,S037
R02284,O02284,P0414,2025-05-02,Expired,1,S005
R02285,O02285,P0376,2025-04-24,Changed Mind,6,S038
R02286,O02286,P0344,2025-04-22,Wrong Item,9,S012
R02287,O02287,P0443,2025-03-01,Defective,2,S011
R02288,O02288,P0067,2025-04-21,Defective,1,S001
R02289,O02289,P0075,2025-04-21,Defective,2,S039
R02290,O02290,P0045,2025-02-10,Defective,5,S028
R02291,O02291,P0260,2025-03-06,Changed Mind,6,S011
R02292,O02292,P0154,2025-02-09,Changed Mind,1,S028
R02293,O02293,P0155,2025-04-02,Expired,7,S042
R02294,O02294,P0430,2025-04-01,Changed Mind,4,S004
R02295,O02295,P0363,2025-02-06,Defective,9,S026
R02296,O02296,P0448,2025-03-30,Damaged,6,S008
R02297,O02297,P0475,2025-04-08,Damaged,9,S031
R02298,O02298,P0234,2025-04-10,Wrong Item,1,S047
R02299,O02299,P0051,2025-03-12,Wrong Item,4,S003
R02300,O02300,P0306,2025-02-10,Changed Mind,2,S011
R02301,O02301,P0262,2025-02-10,Damaged,6,S031
R02302,O02302,P0315,2025-02-21,Defective,4,S005
R02303,O02303,P0125,2025-02-09,Defective,9,S006
R02304,O02304,P0399,2025-03-27,Defective,3,S033
R02305,O02305,P0245,2025-03-20,Changed Mind,1,S037
R02306,O02306,P0030,2025-03-14,Changed Mind,1,S021
R02307,O02307,P0426,2025-02-02,Expired,9,S008
R02308,O02308,P0485,2025-03-04,Defective,9,S046
R02309,O02309,P0122,2025-02-12,Defective,5,S024
R02310,O02310,P0125,2025-04-20,Changed Mind,2,S006
R02311,O02311,P0037,2025-04-05,Changed Mind,9,S033
R02312,O02312,P0170,2025-03-16,Expired,8,S027
R02313,O02313,P0124,2025-02-22,Expired,6,S034
R02314,O02314,P0357,2025-02-10,Wrong Item,7,S035
R02315,O02315,P0035,2025-04-15,Damaged,6,S049
R02316,O02316,P0087,2025-02-11,Defective,5,S048
R02317,O02317,P0134,2025-03-07,Defective,4,S016
R02318,O02318,P0196,2025-02-28,Expired,7,S045
R02319,O02319,P0274,2025-03-08,Expired,4,S020
R02320,O02320,P0201,2025-04-16,Wrong Item,9,S047
R02321,O02321,P0369,2025-04-21,Damaged,5,S018
R02322,O02322,P0285,2025-03-31,Wrong Item,8,S011
R02323,O02323,P0077,2025-04-03,Damaged,6,S034
R02324,O02324,P0059,2025-02-08,Defective,4,S021
R02325,O02325,P0431,2025-03-24,Wrong Item,3,S012
R02326,O02326,P0126,2025-03-28,Expired,6,S002
R02327,O02327,P0500,2025-02-16,Wrong Item,1,S026
R02328,O02328,P0401,2025-03-05,Wrong Item,2,S039
R02329,O02329,P0109,2025-02-21,Defective,7,S024
R02330,O02330,P0224,2025-04-10,Expired,4,S020
R02331,O02331,P0496,2025-04-25,Expired,5,S047
R02332,O02332,P0278,2025-03-29,Changed Mind,1,S015
R02333,O02333,P0068,2025-03-13,Changed Mind,2,S049
R02334,O02334,P0069,2025-02-21,Changed Mind,4,S040
R02335,O02335,P0165,2025-04-23,Defective,8,S034
R02336,O02336,P0489,2025-02-14,Wrong Item,4,S046
R02337,O02337,P0305,2025-02-13,Expired,3,S037
R02338,O02338,P0397,2025-04-08,Expired,3,S047
R02339,O02339,P0162,2025-03-05,Wrong Item,5,S012
R02340,O02340,P0365,2025-03-12,Expired,3,S025
R02341,O02341,P0342,2025-04-14,Wrong Item,8,S009
R02342,O02342,P0309,2025-02-24,Defective,5,S043
R02343,O02343,P0379,2025-04-01,Defective,7,S015
R02344,O02344,P0343,2025-02-24,Defective,8,S034
R02345,O02345,P0435,2025-03-28,Wrong Item,5,S031
R02346,O02346,P0387,2025-04-07,Wrong Item,8,S040
R02347,O02347,P0042,2025-02-27,Damaged,3,S021
R02348,O02348,P0354,2025-04-27,Expired,7,S037
R02349,O02349,P0416,2025-02-04,Expired,8,S033
R02350,O02350,P0109,2025-04-19,Damaged,7,S024
R02351,O02351,P0051,2025-04-21,Damaged,2,S003
R02352,O02352,P0250,2025-02-20,Defective,8,S006
R02353,O02353,P0497,2025-03-28,Damaged,6,S009
R02354,O02354,P0341,2025-02-18,Wrong Item,3,S011
R02355,O02355,P0430,2025-03-09,Changed Mind,4,S004
R02356,O02356,P0383,2025-04-01,Wrong Item,7,S033
R02357,O02357,P0492,2025-04-13,Damaged,3,S001
R02358,O02358,P0021,2025-04-14,Expired,1,S045
R02359,O02359,P0300,2025-02-23,Wrong Item,6,S047
R02360,O02360,P0139,2025-03-08,Expired,3,S004
R02361,O02361,P0359,2025-02-23,Wrong Item,6,S037
R02362,O02362,P0324,2025-03-31,Expired,3,S001
R02363,O02363,P0499,2025-02-08,Wrong Item,6,S010
R02364,O02364,P0385,2025-04-22,Expired,4,S002
R02365,O02365,P0092,2025-02-03,Changed Mind,4,S021
R02366,O02366,P0447,2025-03-06,Defective,2,S006
R02367,O02367,P0280,2025-03-02,Wrong Item,4,S049
R02368,O02368,P0125,2025-03-08,Changed Mind,4,S006
R02369,O02369,P0483,2025-04-18,Defective,7,S023
R02370,O02370,P0397,2025-03-11,Wrong Item,5,S047
R02371,O02371,P0111,2025-03-23,Changed Mind,8,S030
R02372,O02372,P0354,2025-02-17,Changed Mind,7,S037
R02373,O02373,P0139,2025-03-16,Changed Mind,9,S004
R02374,O02374,P0484,2025-05-01,Damaged,8,S001
R02375,O02375,P0435,2025-02-08,Expired,9,S031
R02376,O02376,P0273,2025-03-26,Defective,1,S002
R02377,O02377,P0099,2025-02-03,Expired,3,S038
R02378,O02378,P0252,2025-02-21,Expired,5,S033
R02379,O02379,P0338,2025-04-26,Expired,9,S044
R02380,O02380,P0104,2025-04-28,Changed Mind,8,S015
R02381,O02381,P0214,2025-03-09,Expired,7,S010
R02382,O02382,P0249,2025-02-27,Damaged,2,S045
R02383,O02383,P0152,2025-04-07,Wrong Item,6,S005
R02384,O02384,P0250,2025-04-12,Changed Mind,4,S006
R02385,O02385,P0275,2025-03-12,Defective,5,S028
R02386,O02386,P0165,2025-03-10,Wrong Item,5,S034
R02387,O02387,P0487,2025-03-31,Wrong Item,4,S021
R02388,O02388,P0341,2025-03-22,Wrong Item,4,S011
R02389,O02389,P0008,2025-02-15,Expired,4,S029
R02390,O02390,P0284,2025-02-09,Expired,2,S015
R02391,O02391,P0005,2025-02-09,Changed Mind,1,S013
R02392,O02392,P0145,2025-04-25,Expired,2,S003
R02393,O02393,P0101,2025-04-30,Expired,7,S034
R02394,O02394,P0164,2025-02-15,Expired,1,S046
R02395,O02395,P0374,2025-03-03,Changed Mind,6,S014
R02396,O02396,P0147,2025-03-26,Changed Mind,4,S029
R02397,O02397,P0064,2025-04-11,Damaged,2,S045
R02398,O02398,P0091,2025-04-01,Damaged,3,S037
R02399,O02399,P0117,2025-03-31,Damaged,7,S010
R02400,O02400,P0354,2025-03-01,Damaged,6,S037
R02401,O02401,P0267,2025-03-13,Wrong Item,6,S040
R02402,O02402,P0310,2025-04-28,Wrong Item,8,S003
R02403,O02403,P0173,2025-02-23,Damaged,8,S047
R02404,O02404,P0047,2025-02-24,Damaged,6,S005
R02405,O02405,P0140,2025-04-26,Defective,1,S040
R02406,O02406,P0246,2025-02-12,Wrong Item,7,S006
R02407,O02407,P0149,2025-03-29,Defective,8,S050
R02408,O02408,P0246,2025-02-06,Defective,5,S006
R02409,O02409,P0395,2025-04-02,Expired,4,S042
R02410,O02410,P0487,2025-04-02,Changed Mind,7,S021
R02411,O02411,P0476,2025-02-17,Wrong Item,6,S009
R02412,O02412,P0005,2025-02-03,Damaged,6,S013
R02413,O02413,P0465,2025-02-14,Damaged,3,S044
R02414,O02414,P0184,2025-02-03,Changed Mind,4,S049
R02415,O02415,P0020,2025-03-18,Wrong Item,5,S050
R02416,O02416,P0425,2025-03-05,Damaged,9,S029
R02417,O02417,P0046,2025-03-20,Damaged,8,S017
R02418,O02418,P0012,2025-04-17,Expired,3,S006
R02419,O02419,P0070,2025-02-25,Defective,6,S032
R02420,O02420,P0017,2025-03-07,Damaged,1,S002
R02421,O02421,P0371,2025-04-10,Wrong Item,3,S008
R02422,O02422,P0147,2025-04-21,Changed Mind,7,S029
R02423,O02423,P0154,2025-04-08,Expired,7,S028
R02424,O02424,P0304,2025-02-12,Wrong Item,2,S038
R02425,O02425,P0108,2025-04-23,Expired,3,S033
R02426,O02426,P0236,2025-03-04,Defective,7,S034
R02427,O02427,P0308,2025-03-12,Damaged,6,S013
R02428,O02428,P0352,2025-03-21,Wrong Item,7,S011
R02429,O02429,P0070,2025-02-25,Changed Mind,9,S032
R02430,O02430,P0183,2025-04-30,Defective,8,S008
R02431,O02431,P0250,2025-03-30,Defective,6,S006
R02432,O02432,P0228,2025-03-18,Expired,4,S003
R02433,O02433,P0102,2025-03-19,Defective,9,S018
R02434,O02434,P0075,2025-02-06,Wrong Item,7,S039
R02435,O02435,P0417,2025-04-20,Expired,5,S038
R02436,O02436,P0446,2025-02-17,Defective,2,S038
R02437,O02437,P0216,2025-02-16,Changed Mind,9,S017
R02438,O02438,P0407,2025-04-12,Wrong Item,7,S037
R02439,O02439,P0399,2025-04-23,Changed Mind,9,S033
R02440,O02440,P0411,2025-04-03,Changed Mind,9,S022
R02441,O02441,P0203,2025-02-12,Expired,5,S046
R02442,O02442,P0192,2025-04-09,Damaged,7,S023
R02443,O02443,P0249,2025-02-02,Expired,5,S045
R02444,O02444,P0499,2025-04-20,Wrong Item,3,S010
R02445,O02445,P0242,2025-02-03,Wrong Item,8,S019
R02446,O02446,P0465,2025-02-06,Expired,8,S044
R02447,O02447,P0179,2025-03-06,Damaged,9,S017
R02448,O02448,P0437,2025-04-25,Expired,6,S036
R02449,O02449,P0462,2025-02-18,Wrong Item,2,S040
R02450,O02450,P0219,2025-04-29,Damaged,3,S026
R02451,O02451,P0082,2025-02-05,Wrong Item,6,S044
R02452,O02452,P0092,2025-04-15,Damaged,1,S021
R02453,O02453,P0435,2025-04-07,Damaged,2,S031
R02454,O02454,P0175,2025-04-02,Expired,8,S047
R02455,O02455,P0239,2025-02-22,Expired,8,S040
R02456,O02456,P0260,2025-02-24,Expired,6,S011
R02457,O02457,P0391,2025-04-25,Damaged,3,S006
R02458,O02458,P0365,2025-03-02,Damaged,2,S025
R02459,O02459,P0163,2025-04-17,Wrong Item,6,S026
R02460,O02460,P0048,2025-03-25,Changed Mind,1,S031
R02461,O02461,P0329,2025-02-12,Expired,6,S011
R02462,O02462,P0328,2025-04-03,Wrong Item,9,S009
R02463,O02463,P0116,2025-02-06,Wrong Item,7,S004
R02464,O02464,P0429,2025-02-22,Defective,9,S047
R02465,O02465,P0337,2025-03-20,Expired,2,S005
R02466,O02466,P0337,2025-02-06,Wrong Item,5,S005
R02467,O02467,P0369,2025-03-10,Defective,9,S018
R02468,O02468,P0225,2025-04-21,Expired,7,S025
R02469,O02469,P0352,2025-04-20,Damaged,9,S011
R02470,O02470,P0328,2025-04-12,Defective,6,S009
R02471,O02471,P0147,2025-03-01,Damaged,7,S029
R02472,O02472,P0063,2025-02-09,Changed Mind,5,S001
R02473,O02473,P0294,2025-03-15,Changed Mind,6,S019
R02474,O02474,P0323,2025-03-07,Changed Mind,1,S020
R02475,O02475,P0443,2025-02-28,Changed Mind,1,S011
R02476,O02476,P0325,2025-04-13,Wrong Item,2,S037
R02477,O02477,P0013,2025-04-09,Changed Mind,4,S018
R02478,O02478,P0431,2025-02-23,Wrong Item,9,S012
R02479,O02479,P0494,2025-03-07,Wrong Item,7,S015
R02480,O02480,P0189,2025-04-30,Expired,6,S014
R02481,O02481,P0287,2025-05-02,Wrong Item,1,S026
R02482,O02482,P0208,2025-04-12,Wrong Item,5,S038
R02483,O02483,P0114,2025-04-08,Changed Mind,4,S005
R02484,O02484,P0480,2025-03-23,Wrong Item,5,S041
R02485,O02485,P0022,2025-04-14,Damaged,9,S005
R02486,O02486,P0349,2025-02-15,Changed Mind,3,S022
R02487,O02487,P0214,2025-04-26,Defective,4,S010
R02488,O02488,P0171,2025-02-04,Changed Mind,8,S009
R02489,O02489,P0323,2025-03-22,Wrong Item,3,S020
R02490,O02490,P0054,2025-03-31,Damaged,3,S037
R02491,O02491,P0394,2025-04-05,Changed Mind,9,S008
R02492,O02492,P0298,2025-02-02,Damaged,5,S049
R02493,O02493,P0320,2025-03-04,Defective,1,S013
R02494,O02494,P0126,2025-04-11,Defective,7,S002
R02495,O02495,P0277,2025-03-07,Expired,7,S004
R02496,O02496,P0464,2025-04-09,Expired,6,S012
R02497,O02497,P0204,2025-03-01,Changed Mind,6,S043
R02498,O02498,P0194,2025-02-20,Expired,3,S024
R02499,O02499,P0169,2025-05-01,Damaged,3,S045
R02500,O02500,P0152,2025-03-11,Expired,9,S005
R02501,O02501,P0035,2025-04-29,Damaged,1,S049
R02502,O02502,P0184,2025-04-30,Expired,7,S049
R02503,O02503,P0286,2025-02-14,Expired,7,S008
R02504,O02504,P0057,2025-02-27,Expired,8,S019
R02505,O02505,P0222,2025-02-05,Wrong Item,6,S017
R02506,O02506,P0303,2025-02-22,Wrong Item,8,S014
R02507,O02507,P0163,2025-04-19,Expired,1,S026
R02508,O02508,P0019,2025-03-11,Damaged,1,S030
R02509,O02509,P0370,2025-04-23,Changed Mind,9,S040
R02510,O02510,P0264,2025-03-15,Defective,4,S009
R02511,O02511,P0282,2025-04-10,Wrong Item,3,S038
R02512,O02512,P0113,2025-03-26,Expired,6,S017
R02513,O02513,P0488,2025-03-19,Defective,9,S026
R02514,O02514,P0327,2025-03-31,Wrong Item,4,S017
R02515,O02515,P0030,2025-03-09,Changed Mind,9,S021
R02516,O02516,P0135,2025-03-27,Damaged,5,S031
R02517,O02517,P0067,2025-02-07,Expired,7,S001
R02518,O02518,P0065,2025-04-02,Changed Mind,3,S013
R02519,O02519,P0292,2025-02-13,Wrong Item,3,S026
R02520,O02520,P0025,2025-02-28,Expired,3,S018
R02521,O02521,P0037,2025-04-19,Defective,8,S033
R02522,O02522,P0001,2025-04-26,Damaged,6,S017
R02523,O02523,P0399,2025-03-09,Wrong Item,9,S033
R02524,O02524,P0037,2025-04-17,Damaged,9,S033
R02525,O02525,P0141,2025-03-03,Expired,8,S004
R02526,O02526,P0232,2025-03-14,Changed Mind,1,S047
R02527,O02527,P0136,2025-02-23,Damaged,6,S011
R02528,O02528,P0389,2025-04-27,Defective,4,S039
R02529,O02529,P0188,2025-02-14,Wrong Item,4,S022
R02530,O02530,P0128,2025-04-12,Defective,3,S043
R02531,O02531,P0201,2025-02-11,Damaged,9,S047
R02532,O02532,P0127,2025-02-11,Changed Mind,2,S013
R02533,O02533,P0257,2025-03-14,Changed Mind,1,S048
R02534,O02534,P0164,2025-03-02,Defective,3,S046
R02535,O02535,P0035,2025-02-12,Expired,4,S049
R02536,O02536,P0194,2025-03-06,Expired,4,S024
R02537,O02537,P0191,2025-04-12,Changed Mind,6,S028
R02538,O02538,P0104,2025-03-14,Defective,1,S015
R02539,O02539,P0023,2025-03-15,Defective,1,S033
R02540,O02540,P0265,2025-04-19,Defective,2,S003
R02541,O02541,P0290,2025-02-10,Damaged,4,S005
R02542,O02542,P0430,2025-04-15,Expired,7,S004
R02543,O02543,P0462,2025-03-01,Expired,6,S040
R02544,O02544,P0384,2025-04-06,Damaged,9,S047
R02545,O02545,P0260,2025-03-28,Wrong Item,7,S011
R02546,O02546,P0414,2025-02-21,Damaged,5,S005
R02547,O02547,P0479,2025-04-20,Defective,6,S040
R02548,O02548,P0358,2025-02-15,Damaged,9,S021
R02549,O02549,P0075,2025-04-07,Defective,1,S039
R02550,O02550,P0355,2025-04-30,Changed Mind,9,S014
R02551,O02551,P0072,2025-03-09,Defective,6,S028
R02552,O02552,P0259,2025-02-06,Expired,4,S030
R02553,O02553,P0398,2025-02-28,Damaged,5,S029
R02554,O02554,P0188,2025-04-16,Defective,1,S022
R02555,O02555,P0461,2025-02-17,Wrong Item,7,S047
R02556,O02556,P0173,2025-04-28,Changed Mind,8,S047
R02557,O02557,P0480,2025-04-19,Wrong Item,5,S041
R02558,O02558,P0290,2025-03-24,Wrong Item,2,S005
R02559,O02559,P0045,2025-03-23,Wrong Item,8,S028
R02560,O02560,P0061,2025-02-10,Changed Mind,7,S009
R02561,O02561,P0083,2025-02-11,Changed Mind,9,S005
R02562,O02562,P0123,2025-04-14,Changed Mind,4,S005
R02563,O02563,P0358,2025-02-12,Changed Mind,9,S021
R02564,O02564,P0016,2025-02-07,Wrong Item,4,S025
R02565,O02565,P0066,2025-04-13,Expired,3,S004
R02566,O02566,P0424,2025-02-22,Expired,3,S015
R02567,O02567,P0145,2025-02-19,Changed Mind,2,S003
R02568,O02568,P0375,2025-03-10,Damaged,3,S032
R02569,O02569,P0162,2025-04-04,Defective,8,S012
R02570,O02570,P0234,2025-04-27,Damaged,8,S047
R02571,O02571,P0380,2025-02-09,Damaged,2,S033
R02572,O02572,P0144,2025-03-26,Damaged,2,S032
R02573,O02573,P0358,2025-04-25,Expired,2,S021
R02574,O02574,P0188,2025-02-08,Defective,7,S022
R02575,O02575,P0322,2025-05-02,Damaged,6,S002
R02576,O02576,P0450,2025-02-19,Changed Mind,1,S047
R02577,O02577,P0474,2025-04-01,Expired,2,S028
R02578,O02578,P0013,2025-04-15,Changed Mind,1,S018
R02579,O02579,P0184,2025-02-10,Changed Mind,7,S049
R02580,O02580,P0111,2025-04-19,Damaged,6,S030
R02581,O02581,P0415,2025-04-15,Changed Mind,2,S010
R02582,O02582,P0290,2025-02-13,Defective,2,S005
R02583,O02583,P0295,2025-04-27,Changed Mind,2,S020
R02584,O02584,P0451,2025-02-06,Damaged,8,S026
R02585,O02585,P0392,2025-04-26,Changed Mind,7,S003
R02586,O02586,P0215,2025-03-12,Expired,1,S039
R02587,O02587,P0462,2025-04-08,Expired,4,S040
R02588,O02588,P0120,2025-03-18,Expired,4,S017
R02589,O02589,P0382,2025-03-08,Wrong Item,7,S017
R02590,O02590,P0055,2025-03-12,Expired,2,S010
R02591,O02591,P0027,2025-03-05,Expired,4,S047
R02592,O02592,P0118,2025-04-24,Wrong Item,1,S017
R02593,O02593,P0221,2025-02-26,Expired,4,S025
R02594,O02594,P0231,2025-03-14,Damaged,1,S018
R02595,O02595,P0053,2025-02-15,Expired,2,S037
R02596,O02596,P0295,2025-03-29,Expired,2,S020
R02597,O02597,P0321,2025-03-29,Wrong Item,3,S040
R02598,O02598,P0401,2025-04-01,Damaged,8,S039
R02599,O02599,P0233,2025-03-18,Changed Mind,6,S036
R02600,O02600,P0158,2025-04-22,Defective,6,S006
R02601,O02601,P0437,2025-03-17,Damaged,9,S036
R02602,O02602,P0269,2025-02-09,Changed Mind,8,S036
R02603,O02603,P0021,2025-03-08,Damaged,2,S045
R02604,O02604,P0403,2025-03-11,Changed Mind,6,S036
R02605,O02605,P0053,2025-03-31,Changed Mind,1,S037
R02606,O02606,P0275,2025-04-14,Damaged,9,S028
R02607,O02607,P0313,2025-02-24,Wrong Item,4,S050
R02608,O02608,P0281,2025-05-02,Damaged,4,S030
R02609,O02609,P0214,2025-03-22,Damaged,9,S010
R02610,O02610,P0031,2025-02-03,Changed Mind,3,S026
R02611,O02611,P0337,2025-03-08,Defective,5,S005
R02612,O02612,P0183,2025-04-07,Changed Mind,1,S008
R02613,O02613,P0023,2025-03-17,Expired,6,S033
R02614,O02614,P0032,2025-04-13,Damaged,3,S025
R02615,O02615,P0446,2025-03-04,Damaged,1,S038
R02616,O02616,P0074,2025-03-24,Wrong Item,6,S008
R02617,O02617,P0010,2025-03-02,Changed Mind,2,S046
R02618,O02618,P0484,2025-02-26,Wrong Item,8,S001
R02619,O02619,P0456,2025-02-04,Damaged,2,S013
R02620,O02620,P0054,2025-03-27,Changed Mind,4,S037
R02621,O02621,P0052,2025-02-04,Changed Mind,3,S023
R02622,O02622,P0148,2025-04-15,Expired,9,S032
R02623,O02623,P0160,2025-02-27,Expired,2,S005
R02624,O02624,P0370,2025-04-15,Defective,3,S040
R02625,O02625,P0014,2025-03-16,Expired,7,S005
R02626,O02626,P0178,2025-03-06,Changed Mind,4,S048
R02627,O02627,P0412,2025-03-26,Expired,6,S002
R02628,O02628,P0366,2025-02-22,Defective,3,S045
R02629,O02629,P0500,2025-02-16,Damaged,1,S026
R02630,O02630,P0053,2025-02-24,Expired,6,S037
R02631,O02631,P0408,2025-02-23,Changed Mind,4,S027
R02632,O02632,P0335,2025-03-22,Damaged,2,S031
R02633,O02633,P0022,2025-04-14,Changed Mind,7,S005
R02634,O02634,P0030,2025-04-09,Damaged,5,S021
R02635,O02635,P0191,2025-04-11,Changed Mind,6,S028
R02636,O02636,P0260,2025-04-28,Expired,6,S011
R02637,O02637,P0205,2025-03-25,Expired,9,S047
R02638,O02638,P0059,2025-05-01,Defective,2,S021
R02639,O02639,P0471,2025-03-08,Damaged,6,S008
R02640,O02640,P0264,2025-04-27,Defective,9,S009
R02641,O02641,P0466,2025-05-02,Wrong Item,4,S036
R02642,O02642,P0012,2025-02-17,Expired,6,S006
R02643,O02643,P0119,2025-02-23,Damaged,7,S010
R02644,O02644,P0415,2025-03-02,Defective,1,S010
R02645,O02645,P0462,2025-04-09,Defective,5,S040
R02646,O02646,P0290,2025-03-06,Wrong Item,4,S005
R02647,O02647,P0338,2025-03-27,Defective,2,S044
R02648,O02648,P0248,2025-04-06,Changed Mind,2,S034
R02649,O02649,P0354,2025-03-05,Expired,2,S037
R02650,O02650,P0127,2025-03-25,Defective,7,S013
R02651,O02651,P0075,2025-02-14,Defective,4,S039
R02652,O02652,P0361,2025-04-28,Wrong Item,6,S019
R02653,O02653,P0204,2025-04-18,Changed Mind,7,S043
R02654,O02654,P0049,2025-04-15,Defective,9,S005
R02655,O02655,P0079,2025-04-30,Expired,2,S050
R02656,O02656,P0441,2025-03-22,Expired,9,S005
R02657,O02657,P0479,2025-02-17,Defective,5,S040
R02658,O02658,P0241,2025-02-05,Changed Mind,6,S044
R02659,O02659,P0349,2025-02-07,Expired,6,S022
R02660,O02660,P0154,2025-03-28,Expired,3,S028
R02661,O02661,P0274,2025-02-03,Changed Mind,7,S020
R02662,O02662,P0096,2025-03-17,Changed Mind,7,S039
R02663,O02663,P0214,2025-03-03,Defective,8,S010
R02664,O02664,P0294,2025-03-29,Damaged,5,S019
R02665,O02665,P0209,2025-04-15,Wrong Item,2,S035
R02666,O02666,P0343,2025-03-04,Damaged,3,S034
R02667,O02667,P0088,2025-02-17,Damaged,9,S047
R02668,O02668,P0306,2025-04-15,Expired,6,S011
R02669,O02669,P0264,2025-04-21,Changed Mind,8,S009
R02670,O02670,P0425,2025-02-07,Expired,8,S029
R02671,O02671,P0390,2025-02-15,Wrong Item,5,S006
R02672,O02672,P0325,2025-04-06,Defective,1,S037
R02673,O02673,P0428,2025-02-14,Wrong Item,6,S029
R02674,O02674,P0377,2025-02-11,Expired,7,S033
R02675,O02675,P0320,2025-03-21,Expired,9,S013
R02676,O02676,P0157,2025-03-06,Expired,2,S021
R02677,O02677,P0156,2025-02-08,Expired,2,S022
R02678,O02678,P0139,2025-04-06,Damaged,1,S004
R02679,O02679,P0121,2025-04-02,Defective,5,S020
R02680,O02680,P0065,2025-03-26,Damaged,2,S013
R02681,O02681,P0107,2025-03-04,Expired,3,S038
R02682,O02682,P0147,2025-03-03,Changed Mind,2,S029
R02683,O02683,P0137,2025-04-30,Damaged,4,S016
R02684,O02684,P0411,2025-04-08,Expired,3,S022
R02685,O02685,P0162,2025-03-13,Expired,9,S012
R02686,O02686,P0428,2025-03-31,Defective,2,S029
R02687,O02687,P0452,2025-03-17,Wrong Item,7,S046
R02688,O02688,P0100,2025-03-02,Damaged,3,S050
R02689,O02689,P0338,2025-04-06,Damaged,8,S044
R02690,O02690,P0399,2025-03-24,Damaged,4,S033
R02691,O02691,P0307,2025-04-23,Expired,4,S036
R02692,O02692,P0141,2025-03-29,Defective,9,S004
R02693,O02693,P0083,2025-03-06,Expired,3,S005
R02694,O02694,P0177,2025-04-02,Expired,7,S043
R02695,O02695,P0198,2025-04-16,Changed Mind,1,S014
